"","Day","Weekday","District","DistrictNumber","Mem","Abs","AttendancePercent","AbsentPercent","County","TEA_Description","NCES_Description","MetroStatus","CovidTotalCountyCases","CovidCountyPercentIncrease","CovidTotalStateCases","CovidStatePercentIncrease","PRCP","TMAX","TMIN"
"471",2020-11-05,"Thursday","DALLAS ISD","057905",146358,12086,91.74,8.26,"Dallas","Major Urban","City-Large","Metro",113126,0.136316963495386,993894,0.911242447348459,0,77,57
"472",2020-11-06,"Friday","DALLAS ISD","057905",146850,13159,91.04,8.96,"Dallas","Major Urban","City-Large","Metro",115389,2.00042430564149,1003908,1.00755211320323,0,76,58
"473",2020-11-09,"Monday","DALLAS ISD","057905",146797,12226,91.67,8.33,"Dallas","Major Urban","City-Large","Metro",118838,2.98901975058281,1026570,2.25737816612677,0,83,63
"474",2020-11-10,"Tuesday","DALLAS ISD","057905",147222,12105,91.78,8.22,"Dallas","Major Urban","City-Large","Metro",120359,1.27989363671552,1038214,1.13426264161236,0,78,51
"475",2020-11-11,"Wednesday","DALLAS ISD","057905",145445,10956,92.47,7.53,"Dallas","Major Urban","City-Large","Metro",121784,1.18395799233959,1051071,1.23837667378788,0,76,45
"476",2020-11-12,"Thursday","DALLAS ISD","057905",147442,12352,91.62,8.38,"Dallas","Major Urban","City-Large","Metro",122743,0.787459764829523,1060798,0.925437006634189,0,81,49
"477",2020-11-13,"Friday","DALLAS ISD","057905",146970,13069,91.11,8.89,"Dallas","Major Urban","City-Large","Metro",123768,0.835078171463954,1073382,1.18627674637395,0,77,58
"478",2020-11-16,"Monday","DALLAS ISD","057905",147758,14322,90.31,9.69,"Dallas","Major Urban","City-Large","Metro",128944,4.18201796910349,1101781,2.64574960265778,0,71,39
"479",2020-11-17,"Tuesday","DALLAS ISD","057905",147923,12842,91.32,8.68,"Dallas","Major Urban","City-Large","Metro",129704,0.589403151755796,1112681,0.98930731243323,0,74,41
"480",2020-11-18,"Wednesday","DALLAS ISD","057905",145928,11477,92.14,7.86,"Dallas","Major Urban","City-Large","Metro",130777,0.827268241534562,1125906,1.18857066850246,0,75,49
"481",2020-11-19,"Thursday","DALLAS ISD","057905",146827,12255,91.65,8.35,"Dallas","Major Urban","City-Large","Metro",132784,1.53467352821979,1139695,1.22470259506566,0,77,55
"482",2020-11-20,"Friday","DALLAS ISD","057905",145691,13888,90.47,9.53,"Dallas","Major Urban","City-Large","Metro",134909,1.60034341486925,1153399,1.20242696510908,0,76,62
"483",2020-08-12,"Wednesday","FORT WORTH ISD","220905",1087,5,99.54,0.46,"Tarrant","Major Urban","City-Large","Metro",34774,NA,531825,NA,0,105,82
"484",2020-08-12,"Wednesday","FORT WORTH ISD","220905",1087,5,99.54,0.46,"Tarrant","Major Urban","City-Large","Metro",34774,NA,531825,NA,0,101,81
"485",2020-08-13,"Thursday","FORT WORTH ISD","220905",1112,32,97.12,2.88,"Tarrant","Major Urban","City-Large","Metro",35129,1.02087766722263,538805,1.31246180604523,0,106,82
"486",2020-08-13,"Thursday","FORT WORTH ISD","220905",1112,32,97.12,2.88,"Tarrant","Major Urban","City-Large","Metro",35129,1.02087766722263,538805,1.31246180604523,0,105,80
"487",2020-08-14,"Friday","FORT WORTH ISD","220905",1112,31,97.21,2.79,"Tarrant","Major Urban","City-Large","Metro",35629,1.42332545759913,547670,1.64530767160662,0,108,82
"488",2020-08-14,"Friday","FORT WORTH ISD","220905",1112,31,97.21,2.79,"Tarrant","Major Urban","City-Large","Metro",35629,1.42332545759913,547670,1.64530767160662,0,105,80
"489",2020-08-17,"Monday","FORT WORTH ISD","220905",1116,21,98.12,1.88,"Tarrant","Major Urban","City-Large","Metro",38016,6.69959864155603,569058,3.90527142257198,0,95,74
"490",2020-08-17,"Monday","FORT WORTH ISD","220905",1116,21,98.12,1.88,"Tarrant","Major Urban","City-Large","Metro",38016,6.69959864155603,569058,3.90527142257198,0.09,106,71
"491",2020-08-18,"Tuesday","FORT WORTH ISD","220905",1117,47,95.79,4.21,"Tarrant","Major Urban","City-Large","Metro",38476,1.21001683501682,577220,1.43430019435629,0,99,76
"492",2020-08-18,"Tuesday","FORT WORTH ISD","220905",1117,47,95.79,4.21,"Tarrant","Major Urban","City-Large","Metro",38476,1.21001683501682,577220,1.43430019435629,0,92,73
"493",2020-08-19,"Wednesday","FORT WORTH ISD","220905",1118,29,97.41,2.59,"Tarrant","Major Urban","City-Large","Metro",38822,0.899261877534041,582623,0.93603825231281,0,95,70
"494",2020-08-19,"Wednesday","FORT WORTH ISD","220905",1118,29,97.41,2.59,"Tarrant","Major Urban","City-Large","Metro",38822,0.899261877534041,582623,0.93603825231281,0,98,66
"495",2020-08-20,"Thursday","FORT WORTH ISD","220905",1117,43,96.15,3.85,"Tarrant","Major Urban","City-Large","Metro",39053,0.595023440317344,587900,0.905731493607353,0,96,73
"496",2020-08-20,"Thursday","FORT WORTH ISD","220905",1117,43,96.15,3.85,"Tarrant","Major Urban","City-Large","Metro",39053,0.595023440317344,587900,0.905731493607353,0,94,67
"497",2020-08-21,"Friday","FORT WORTH ISD","220905",1115,32,97.13,2.87,"Tarrant","Major Urban","City-Large","Metro",39328,0.704171254449082,593405,0.936383738731084,0,97,72
"498",2020-08-21,"Friday","FORT WORTH ISD","220905",1115,32,97.13,2.87,"Tarrant","Major Urban","City-Large","Metro",39328,0.704171254449082,593405,0.936383738731084,0,95,67
"499",2020-08-24,"Monday","FORT WORTH ISD","220905",1114,26,97.67,2.33,"Tarrant","Major Urban","City-Large","Metro",39920,1.50528885272578,607621,2.39566569206529,0,98,75
"500",2020-08-24,"Monday","FORT WORTH ISD","220905",1114,26,97.67,2.33,"Tarrant","Major Urban","City-Large","Metro",39920,1.50528885272578,607621,2.39566569206529,0,97,72
"501",2020-08-25,"Tuesday","FORT WORTH ISD","220905",1116,37,96.68,3.32,"Tarrant","Major Urban","City-Large","Metro",40331,1.02955911823648,613707,1.00161120171949,0.05,98,74
"502",2020-08-25,"Tuesday","FORT WORTH ISD","220905",1116,37,96.68,3.32,"Tarrant","Major Urban","City-Large","Metro",40331,1.02955911823648,613707,1.00161120171949,0,98,71
"503",2020-08-31,"Monday","FORT WORTH ISD","220905",1116,34,96.95,3.05,"Tarrant","Major Urban","City-Large","Metro",41617,3.18861421735142,640317,4.33594532895991,0,101,83
"504",2020-08-31,"Monday","FORT WORTH ISD","220905",1116,34,96.95,3.05,"Tarrant","Major Urban","City-Large","Metro",41617,3.18861421735142,640317,4.33594532895991,0,99,75
"505",2020-09-01,"Tuesday","FORT WORTH ISD","220905",1116,36,96.77,3.23,"Tarrant","Major Urban","City-Large","Metro",41860,0.58389600403681,645534,0.814752692806842,0.2,95,73
"506",2020-09-01,"Tuesday","FORT WORTH ISD","220905",1116,36,96.77,3.23,"Tarrant","Major Urban","City-Large","Metro",41860,0.58389600403681,645534,0.814752692806842,0,99,82
"507",2020-09-02,"Wednesday","FORT WORTH ISD","220905",1116,42,96.24,3.76,"Tarrant","Major Urban","City-Large","Metro",42070,0.501672240802686,649844,0.667664290339465,1.94,86,73
"508",2020-09-02,"Wednesday","FORT WORTH ISD","220905",1116,42,96.24,3.76,"Tarrant","Major Urban","City-Large","Metro",42070,0.501672240802686,649844,0.667664290339465,2.64,92,71
"509",2020-09-03,"Thursday","FORT WORTH ISD","220905",1116,47,95.79,4.21,"Tarrant","Major Urban","City-Large","Metro",42297,0.539576895650118,653321,0.535051489280503,0,85,74
"510",2020-09-03,"Thursday","FORT WORTH ISD","220905",1116,47,95.79,4.21,"Tarrant","Major Urban","City-Large","Metro",42297,0.539576895650118,653321,0.535051489280503,0.1,81,71
"511",2020-09-04,"Friday","FORT WORTH ISD","220905",1116,26,97.67,2.33,"Tarrant","Major Urban","City-Large","Metro",42511,0.505946048183081,658789,0.836954575162907,0,88,74
"512",2020-09-04,"Friday","FORT WORTH ISD","220905",1116,26,97.67,2.33,"Tarrant","Major Urban","City-Large","Metro",42511,0.505946048183081,658789,0.836954575162907,0,84,73
"513",2020-09-08,"Tuesday","FORT WORTH ISD","220905",76260,895,98.83,1.17,"Tarrant","Major Urban","City-Large","Metro",43055,1.27966879160688,670427,1.7665747303006,0,92,78
"514",2020-09-08,"Tuesday","FORT WORTH ISD","220905",76260,895,98.83,1.17,"Tarrant","Major Urban","City-Large","Metro",43055,1.27966879160688,670427,1.7665747303006,0,94,75
"515",2020-09-09,"Wednesday","FORT WORTH ISD","220905",79609,2859,96.41,3.59,"Tarrant","Major Urban","City-Large","Metro",43515,1.06840088259204,675149,0.704327242190428,0.61,80,56
"516",2020-09-09,"Wednesday","FORT WORTH ISD","220905",79609,2859,96.41,3.59,"Tarrant","Major Urban","City-Large","Metro",43515,1.06840088259204,675149,0.704327242190428,0,NA,NA
"517",2020-09-10,"Thursday","FORT WORTH ISD","220905",80974,3235,96,4,"Tarrant","Major Urban","City-Large","Metro",43726,0.484890267723781,677888,0.405688225858292,0.02,68,56
"518",2020-09-10,"Thursday","FORT WORTH ISD","220905",80974,3235,96,4,"Tarrant","Major Urban","City-Large","Metro",43726,0.484890267723781,677888,0.405688225858292,1.05,78,54
"519",2020-09-11,"Friday","FORT WORTH ISD","220905",81608,4054,95.03,4.97,"Tarrant","Major Urban","City-Large","Metro",43937,0.482550427663164,683295,0.79762438632931,0,79,64
"520",2020-09-11,"Friday","FORT WORTH ISD","220905",81608,4054,95.03,4.97,"Tarrant","Major Urban","City-Large","Metro",43937,0.482550427663164,683295,0.79762438632931,0,65,55
"521",2020-09-14,"Monday","FORT WORTH ISD","220905",82131,4402,94.64,5.36,"Tarrant","Major Urban","City-Large","Metro",44727,1.79802899606254,694547,1.64672652368303,0,89,70
"522",2020-09-14,"Monday","FORT WORTH ISD","220905",82131,4402,94.64,5.36,"Tarrant","Major Urban","City-Large","Metro",44727,1.79802899606254,694547,1.64672652368303,0.02,84,68
"523",2020-09-15,"Tuesday","FORT WORTH ISD","220905",82484,4518,94.52,5.48,"Tarrant","Major Urban","City-Large","Metro",45163,0.974802691886323,701509,1.00237996852626,NA,89,74
"524",2020-09-15,"Tuesday","FORT WORTH ISD","220905",82484,4518,94.52,5.48,"Tarrant","Major Urban","City-Large","Metro",45163,0.974802691886323,701509,1.00237996852626,0,85,68
"525",2020-09-16,"Wednesday","FORT WORTH ISD","220905",82699,4201,94.92,5.08,"Tarrant","Major Urban","City-Large","Metro",45583,0.929964794189941,706034,0.645038053681413,0.06,89,73
"526",2020-09-16,"Wednesday","FORT WORTH ISD","220905",82699,4201,94.92,5.08,"Tarrant","Major Urban","City-Large","Metro",45583,0.929964794189941,706034,0.645038053681413,0,85,71
"527",2020-09-17,"Thursday","FORT WORTH ISD","220905",82904,4451,94.63,5.37,"Tarrant","Major Urban","City-Large","Metro",45868,0.625233091284039,710423,0.62164145069501,0,90,74
"528",2020-09-17,"Thursday","FORT WORTH ISD","220905",82904,4451,94.63,5.37,"Tarrant","Major Urban","City-Large","Metro",45868,0.625233091284039,710423,0.62164145069501,0,87,72
"529",2020-09-18,"Friday","FORT WORTH ISD","220905",83006,5376,93.52,6.48,"Tarrant","Major Urban","City-Large","Metro",46150,0.614807709078224,713652,0.45451794212743,0,87,69
"530",2020-09-18,"Friday","FORT WORTH ISD","220905",83006,5376,93.52,6.48,"Tarrant","Major Urban","City-Large","Metro",46150,0.614807709078224,713652,0.45451794212743,0,86,67
"531",2020-09-21,"Monday","FORT WORTH ISD","220905",83130,5786,93.04,6.96,"Tarrant","Major Urban","City-Large","Metro",47231,2.34236186348862,744736,4.35562430988774,0.01,79,68
"532",2020-09-21,"Monday","FORT WORTH ISD","220905",83130,5786,93.04,6.96,"Tarrant","Major Urban","City-Large","Metro",47231,2.34236186348862,744736,4.35562430988774,0,87,58
"533",2020-09-22,"Tuesday","FORT WORTH ISD","220905",83236,5052,93.93,6.07,"Tarrant","Major Urban","City-Large","Metro",47533,0.639410556625952,749069,0.581816912301814,0.12,74,67
"534",2020-09-22,"Tuesday","FORT WORTH ISD","220905",83236,5052,93.93,6.07,"Tarrant","Major Urban","City-Large","Metro",47533,0.639410556625952,749069,0.581816912301814,0.25,79,66
"535",2020-09-23,"Wednesday","FORT WORTH ISD","220905",83334,5238,93.71,6.29,"Tarrant","Major Urban","City-Large","Metro",47917,0.807859802663402,753551,0.59834274279138,0.01,76,67
"536",2020-09-23,"Wednesday","FORT WORTH ISD","220905",83334,5238,93.71,6.29,"Tarrant","Major Urban","City-Large","Metro",47917,0.807859802663402,753551,0.59834274279138,0.02,78,65
"537",2020-09-24,"Thursday","FORT WORTH ISD","220905",83403,5094,93.89,6.11,"Tarrant","Major Urban","City-Large","Metro",48504,1.22503495627857,758379,0.640699833189795,0,80,64
"538",2020-09-24,"Thursday","FORT WORTH ISD","220905",83403,5094,93.89,6.11,"Tarrant","Major Urban","City-Large","Metro",48504,1.22503495627857,758379,0.640699833189795,0,72,65
"539",2020-09-25,"Friday","FORT WORTH ISD","220905",83430,5948,92.87,7.13,"Tarrant","Major Urban","City-Large","Metro",48897,0.810242454230581,761644,0.430523524517423,0,87,61
"540",2020-09-25,"Friday","FORT WORTH ISD","220905",83430,5948,92.87,7.13,"Tarrant","Major Urban","City-Large","Metro",48897,0.810242454230581,761644,0.430523524517423,0,79,60
"541",2020-09-28,"Monday","FORT WORTH ISD","220905",83440,6109,92.68,7.32,"Tarrant","Major Urban","City-Large","Metro",49569,1.37431744278791,773679,1.58013455105011,0,79,57
"542",2020-09-28,"Monday","FORT WORTH ISD","220905",83440,6109,92.68,7.32,"Tarrant","Major Urban","City-Large","Metro",49569,1.37431744278791,773679,1.58013455105011,0,91,61
"543",2020-09-29,"Tuesday","FORT WORTH ISD","220905",83493,6014,92.8,7.2,"Tarrant","Major Urban","City-Large","Metro",50057,0.984486271661722,780543,0.887189648420073,0,83,51
"544",2020-09-29,"Tuesday","FORT WORTH ISD","220905",83493,6014,92.8,7.2,"Tarrant","Major Urban","City-Large","Metro",50057,0.984486271661722,780543,0.887189648420073,0,77,48
"545",2020-09-30,"Wednesday","FORT WORTH ISD","220905",83547,6227,92.55,7.45,"Tarrant","Major Urban","City-Large","Metro",50417,0.719180134646513,784027,0.446355934266274,0,93,53
"546",2020-09-30,"Wednesday","FORT WORTH ISD","220905",83547,6227,92.55,7.45,"Tarrant","Major Urban","City-Large","Metro",50417,0.719180134646513,784027,0.446355934266274,0,82,48
"547",2020-10-01,"Thursday","FORT WORTH ISD","220905",83543,6546,92.16,7.84,"Tarrant","Major Urban","City-Large","Metro",50729,0.61883888370986,788066,0.515160829920402,0,83,62
"548",2020-10-01,"Thursday","FORT WORTH ISD","220905",83543,6546,92.16,7.84,"Tarrant","Major Urban","City-Large","Metro",50729,0.61883888370986,788066,0.515160829920402,0,92,58
"549",2020-10-02,"Friday","FORT WORTH ISD","220905",83535,6216,92.56,7.44,"Tarrant","Major Urban","City-Large","Metro",51081,0.693883183189103,793962,0.74816068704906,0,79,55
"550",2020-10-02,"Friday","FORT WORTH ISD","220905",83535,6216,92.56,7.44,"Tarrant","Major Urban","City-Large","Metro",51081,0.693883183189103,793962,0.74816068704906,0,82,50
"551",2020-10-05,"Monday","FORT WORTH ISD","220905",83597,6058,92.75,7.25,"Tarrant","Major Urban","City-Large","Metro",52366,2.51561245864411,806535,1.58357704776804,0,82,54
"552",2020-10-05,"Monday","FORT WORTH ISD","220905",83597,6058,92.75,7.25,"Tarrant","Major Urban","City-Large","Metro",52366,2.51561245864411,806535,1.58357704776804,0,79,50
"553",2020-10-06,"Tuesday","FORT WORTH ISD","220905",83698,5860,93,7,"Tarrant","Major Urban","City-Large","Metro",52720,0.676011152274381,811191,0.577284308802462,0,90,61
"554",2020-10-06,"Tuesday","FORT WORTH ISD","220905",83698,5860,93,7,"Tarrant","Major Urban","City-Large","Metro",52720,0.676011152274381,811191,0.577284308802462,0,81,51
"555",2020-10-07,"Wednesday","FORT WORTH ISD","220905",83763,6617,92.1,7.9,"Tarrant","Major Urban","City-Large","Metro",53292,1.08497723823975,817166,0.736571288389531,0,90,65
"556",2020-10-07,"Wednesday","FORT WORTH ISD","220905",83763,6617,92.1,7.9,"Tarrant","Major Urban","City-Large","Metro",53292,1.08497723823975,817166,0.736571288389531,0,90,61
"557",2020-10-08,"Thursday","FORT WORTH ISD","220905",83812,6194,92.61,7.39,"Tarrant","Major Urban","City-Large","Metro",53838,1.02454402161676,821732,0.558760398743963,0,89,62
"558",2020-10-08,"Thursday","FORT WORTH ISD","220905",83812,6194,92.61,7.39,"Tarrant","Major Urban","City-Large","Metro",53838,1.02454402161676,821732,0.558760398743963,0,90,59
"559",2020-10-13,"Tuesday","FORT WORTH ISD","220905",83816,7385,91.19,8.81,"Tarrant","Major Urban","City-Large","Metro",56159,4.31108139232512,842316,2.50495295303093,0,85,52
"560",2020-10-13,"Tuesday","FORT WORTH ISD","220905",83816,7385,91.19,8.81,"Tarrant","Major Urban","City-Large","Metro",56159,4.31108139232512,842316,2.50495295303093,0,NA,NA
"561",2020-10-14,"Wednesday","FORT WORTH ISD","220905",83939,6075,92.76,7.24,"Tarrant","Major Urban","City-Large","Metro",56783,1.11113089620543,848168,0.694751138527594,0,94,59
"562",2020-10-14,"Wednesday","FORT WORTH ISD","220905",83939,6075,92.76,7.24,"Tarrant","Major Urban","City-Large","Metro",56783,1.11113089620543,848168,0.694751138527594,0,NA,NA
"563",2020-10-15,"Thursday","FORT WORTH ISD","220905",83998,6084,92.76,7.24,"Tarrant","Major Urban","City-Large","Metro",57438,1.15351425602732,853977,0.684887899567066,0,78,65
"564",2020-10-15,"Thursday","FORT WORTH ISD","220905",83998,6084,92.76,7.24,"Tarrant","Major Urban","City-Large","Metro",57438,1.15351425602732,853977,0.684887899567066,0,93,67
"565",2020-10-16,"Friday","FORT WORTH ISD","220905",84042,5754,93.15,6.85,"Tarrant","Major Urban","City-Large","Metro",58053,1.07071973258122,859567,0.654584374052236,0,74,54
"566",2020-10-16,"Friday","FORT WORTH ISD","220905",84042,5754,93.15,6.85,"Tarrant","Major Urban","City-Large","Metro",58053,1.07071973258122,859567,0.654584374052236,0,71,51
"567",2020-10-19,"Monday","FORT WORTH ISD","220905",84055,6655,92.08,7.92,"Tarrant","Major Urban","City-Large","Metro",59662,2.77160525726492,874080,1.68840823344778,0,65,54
"568",2020-10-19,"Monday","FORT WORTH ISD","220905",84055,6655,92.08,7.92,"Tarrant","Major Urban","City-Large","Metro",59662,2.77160525726492,874080,1.68840823344778,0,NA,NA
"569",2020-10-20,"Tuesday","FORT WORTH ISD","220905",84222,5620,93.33,6.67,"Tarrant","Major Urban","City-Large","Metro",60162,0.838054372967711,879949,0.671448837634991,0,90,61
"570",2020-10-20,"Tuesday","FORT WORTH ISD","220905",84222,5620,93.33,6.67,"Tarrant","Major Urban","City-Large","Metro",60162,0.838054372967711,879949,0.671448837634991,0,90,52
"571",2020-10-21,"Wednesday","FORT WORTH ISD","220905",84305,5166,93.87,6.13,"Tarrant","Major Urban","City-Large","Metro",60795,1.05215917024035,886421,0.735497170858768,0,88,71
"572",2020-10-21,"Wednesday","FORT WORTH ISD","220905",84305,5166,93.87,6.13,"Tarrant","Major Urban","City-Large","Metro",60795,1.05215917024035,886421,0.735497170858768,0,88,61
"573",2020-10-22,"Thursday","FORT WORTH ISD","220905",84311,4760,94.35,5.65,"Tarrant","Major Urban","City-Large","Metro",61527,1.20404638539353,891714,0.597120329956091,0,88,71
"574",2020-10-22,"Thursday","FORT WORTH ISD","220905",84311,4760,94.35,5.65,"Tarrant","Major Urban","City-Large","Metro",61527,1.20404638539353,891714,0.597120329956091,0,88,61
"575",2020-10-23,"Friday","FORT WORTH ISD","220905",84369,5107,93.95,6.05,"Tarrant","Major Urban","City-Large","Metro",62375,1.37825670031044,899390,0.860814117530961,0.37,77,51
"576",2020-10-23,"Friday","FORT WORTH ISD","220905",84369,5107,93.95,6.05,"Tarrant","Major Urban","City-Large","Metro",62375,1.37825670031044,899390,0.860814117530961,0.25,87,63
"577",2020-10-26,"Monday","FORT WORTH ISD","220905",84349,6634,92.14,7.86,"Tarrant","Major Urban","City-Large","Metro",64290,3.07014028056112,917240,1.9846785043196,0.14,56,38
"578",2020-10-26,"Monday","FORT WORTH ISD","220905",84349,6634,92.14,7.86,"Tarrant","Major Urban","City-Large","Metro",64290,3.07014028056112,917240,1.9846785043196,0.18,65,46
"579",2020-10-27,"Tuesday","FORT WORTH ISD","220905",84376,6476,92.32,7.68,"Tarrant","Major Urban","City-Large","Metro",64727,0.679732462280302,924475,0.788779381623139,0.04,41,38
"580",2020-10-27,"Tuesday","FORT WORTH ISD","220905",84376,6476,92.32,7.68,"Tarrant","Major Urban","City-Large","Metro",64727,0.679732462280302,924475,0.788779381623139,0.2,47,35
"581",2020-10-28,"Wednesday","FORT WORTH ISD","220905",84417,6002,92.89,7.11,"Tarrant","Major Urban","City-Large","Metro",65368,0.990313161431855,932245,0.840477027502096,0.36,50,38
"582",2020-10-28,"Wednesday","FORT WORTH ISD","220905",84417,6002,92.89,7.11,"Tarrant","Major Urban","City-Large","Metro",65368,0.990313161431855,932245,0.840477027502096,0.58,39,35
"583",2020-10-29,"Thursday","FORT WORTH ISD","220905",84443,6110,92.76,7.24,"Tarrant","Major Urban","City-Large","Metro",66110,1.13511198139762,939355,0.762675047868311,0,62,40
"584",2020-10-29,"Thursday","FORT WORTH ISD","220905",84443,6110,92.76,7.24,"Tarrant","Major Urban","City-Large","Metro",66110,1.13511198139762,939355,0.762675047868311,0,46,36
"585",2020-10-30,"Friday","FORT WORTH ISD","220905",84464,5457,93.54,6.46,"Tarrant","Major Urban","City-Large","Metro",66810,1.05884132506429,946023,0.709848779215516,0,70,38
"586",2020-10-30,"Friday","FORT WORTH ISD","220905",84464,5457,93.54,6.46,"Tarrant","Major Urban","City-Large","Metro",66810,1.05884132506429,946023,0.709848779215516,0.14,57,37
"587",2020-11-02,"Monday","FORT WORTH ISD","220905",84440,6544,92.25,7.75,"Tarrant","Major Urban","City-Large","Metro",68803,2.98308636431672,965780,2.08842702555858,0,73,41
"588",2020-11-02,"Monday","FORT WORTH ISD","220905",84440,6544,92.25,7.75,"Tarrant","Major Urban","City-Large","Metro",68803,2.98308636431672,965780,2.08842702555858,0,71,37
"589",2020-11-03,"Tuesday","FORT WORTH ISD","220905",1101,49,95.55,4.45,"Tarrant","Major Urban","City-Large","Metro",69519,1.04065229713821,974292,0.881360144132204,0,80,47
"590",2020-11-03,"Tuesday","FORT WORTH ISD","220905",1101,49,95.55,4.45,"Tarrant","Major Urban","City-Large","Metro",69519,1.04065229713821,974292,0.881360144132204,0,73,40
"591",2020-11-04,"Wednesday","FORT WORTH ISD","220905",84472,5911,93,7,"Tarrant","Major Urban","City-Large","Metro",70228,1.01986507285778,984919,1.09074076354934,0,78,51
"592",2020-11-04,"Wednesday","FORT WORTH ISD","220905",84472,5911,93,7,"Tarrant","Major Urban","City-Large","Metro",70228,1.01986507285778,984919,1.09074076354934,0,80,49
"593",2020-11-05,"Thursday","FORT WORTH ISD","220905",84524,5745,93.2,6.8,"Tarrant","Major Urban","City-Large","Metro",71166,1.33564959845076,993894,0.911242447348459,0,81,60
"594",2020-11-05,"Thursday","FORT WORTH ISD","220905",84524,5745,93.2,6.8,"Tarrant","Major Urban","City-Large","Metro",71166,1.33564959845076,993894,0.911242447348459,0,80,49
"595",2020-11-06,"Friday","FORT WORTH ISD","220905",84583,5491,93.51,6.49,"Tarrant","Major Urban","City-Large","Metro",72118,1.33771744934379,1003908,1.00755211320323,0,79,60
"596",2020-11-06,"Friday","FORT WORTH ISD","220905",84583,5491,93.51,6.49,"Tarrant","Major Urban","City-Large","Metro",72118,1.33771744934379,1003908,1.00755211320323,0,80,58
"597",2020-11-09,"Monday","FORT WORTH ISD","220905",83540,5677,93.2,6.8,"Tarrant","Major Urban","City-Large","Metro",75161,4.21947364042263,1026570,2.25737816612677,0,81,63
"598",2020-11-09,"Monday","FORT WORTH ISD","220905",83540,5677,93.2,6.8,"Tarrant","Major Urban","City-Large","Metro",75161,4.21947364042263,1026570,2.25737816612677,0,76,60
"599",2020-11-10,"Tuesday","FORT WORTH ISD","220905",83570,6301,92.46,7.54,"Tarrant","Major Urban","City-Large","Metro",76086,1.23069144902277,1038214,1.13426264161236,0,74,49
"600",2020-11-10,"Tuesday","FORT WORTH ISD","220905",83570,6301,92.46,7.54,"Tarrant","Major Urban","City-Large","Metro",76086,1.23069144902277,1038214,1.13426264161236,0,79,64
"601",2020-11-11,"Wednesday","FORT WORTH ISD","220905",83599,6234,92.54,7.46,"Tarrant","Major Urban","City-Large","Metro",76838,0.988355282180686,1051071,1.23837667378788,0,75,46
"602",2020-11-11,"Wednesday","FORT WORTH ISD","220905",83599,6234,92.54,7.46,"Tarrant","Major Urban","City-Large","Metro",76838,0.988355282180686,1051071,1.23837667378788,0,71,42
"603",2020-11-12,"Thursday","FORT WORTH ISD","220905",83638,5804,93.06,6.94,"Tarrant","Major Urban","City-Large","Metro",78029,1.5500143158333,1060798,0.925437006634189,0,82,55
"604",2020-11-12,"Thursday","FORT WORTH ISD","220905",83638,5804,93.06,6.94,"Tarrant","Major Urban","City-Large","Metro",78029,1.5500143158333,1060798,0.925437006634189,0,74,43
"605",2020-11-13,"Friday","FORT WORTH ISD","220905",83684,6083,92.73,7.27,"Tarrant","Major Urban","City-Large","Metro",79431,1.79676786835663,1073382,1.18627674637395,0,74,55
"606",2020-11-13,"Friday","FORT WORTH ISD","220905",83684,6083,92.73,7.27,"Tarrant","Major Urban","City-Large","Metro",79431,1.79676786835663,1073382,1.18627674637395,0,81,54
"607",2020-08-19,"Wednesday","KATY ISD","101914",101415,2569,97.47,2.53,"Harris","Major Suburban","Suburb-Large","Metro",95372,NA,582623,NA,0,97,78
"608",2020-08-20,"Thursday","KATY ISD","101914",102165,2703,97.35,2.65,"Harris","Major Suburban","Suburb-Large","Metro",96330,1.00448769030743,587900,0.905731493607353,0,96,76
"609",2020-08-21,"Friday","KATY ISD","101914",102404,2994,97.08,2.92,"Harris","Major Suburban","Suburb-Large","Metro",97362,1.07131734662098,593405,0.936383738731084,0,95,78
"610",2020-08-24,"Monday","KATY ISD","101914",102585,2771,97.3,2.7,"Harris","Major Suburban","Suburb-Large","Metro",100001,2.71050307101333,607621,2.39566569206529,0,94,79
"611",2020-08-25,"Tuesday","KATY ISD","101914",102721,2507,97.56,2.44,"Harris","Major Suburban","Suburb-Large","Metro",100882,0.88099119008811,613707,1.00161120171949,0,96,79
"612",2020-08-26,"Wednesday","KATY ISD","101914",102875,2904,97.18,2.82,"Harris","Major Suburban","Suburb-Large","Metro",101790,0.90006145794097,619836,0.998685040255376,0.06,94,80
"613",2020-08-27,"Thursday","KATY ISD","101914",102940,3099,96.99,3.01,"Harris","Major Suburban","Suburb-Large","Metro",102388,0.5874840357599,623647,0.614840054466015,0,97,78
"614",2020-08-28,"Friday","KATY ISD","101914",102970,2886,97.2,2.8,"Harris","Major Suburban","Suburb-Large","Metro",103809,1.38785795210377,628492,0.776881793707007,0.13,96,79
"615",2020-08-31,"Monday","KATY ISD","101914",103004,2577,97.5,2.5,"Harris","Major Suburban","Suburb-Large","Metro",107320,3.38217302931345,640317,1.88148775163408,0,97,83
"616",2020-09-01,"Tuesday","KATY ISD","101914",103078,2761,97.32,2.68,"Harris","Major Suburban","Suburb-Large","Metro",108218,0.836749906820722,645534,0.814752692806842,0,97,84
"617",2020-09-02,"Wednesday","KATY ISD","101914",103142,2739,97.34,2.66,"Harris","Major Suburban","Suburb-Large","Metro",108818,0.554436415383752,649844,0.667664290339465,0,99,82
"618",2020-09-03,"Thursday","KATY ISD","101914",103152,2828,97.26,2.74,"Harris","Major Suburban","Suburb-Large","Metro",109555,0.677277656270103,653321,0.535051489280503,0.01,96,82
