"","Day","Weekday","District","DistrictNumber","Mem","Abs","AttendancePercent","AbsentPercent","County","TEA_Description","NCES_Description","MetroStatus","CovidTotalCountyCases","CovidCountyPercentIncrease","CovidTotalStateCases","CovidStatePercentIncrease","PRCP","TMAX","TMIN"
"172",2020-09-14,"Monday","PASADENA ISD","101917",50047,2434,95.14,4.86,"Harris","Major Suburban","Suburb-Large","Metro",118332,2.43598400249312,694547,1.64672652368303,0,94,79
"173",2020-09-15,"Tuesday","PASADENA ISD","101917",50086,2248,95.51,4.49,"Harris","Major Suburban","Suburb-Large","Metro",121102,2.34087144643884,701509,1.00237996852626,0,97,79
"174",2020-09-16,"Wednesday","PASADENA ISD","101917",50141,2125,95.76,4.24,"Harris","Major Suburban","Suburb-Large","Metro",121537,0.359201334412318,706034,0.645038053681413,0,96,80
"175",2020-09-17,"Thursday","PASADENA ISD","101917",50174,2297,95.42,4.58,"Harris","Major Suburban","Suburb-Large","Metro",122397,0.707603445864224,710423,0.62164145069501,0,92,79
"176",2020-09-18,"Friday","PASADENA ISD","101917",50203,2722,94.58,5.42,"Harris","Major Suburban","Suburb-Large","Metro",123216,0.669134047403119,713652,0.45451794212743,0,92,77
"177",2020-09-21,"Monday","PASADENA ISD","101917",50180,20,99.96,0.04,"Harris","Major Suburban","Suburb-Large","Metro",138723,12.5852162056876,744736,4.35562430988774,3.82,78,71
"178",2020-09-22,"Tuesday","PASADENA ISD","101917",50178,20,99.96,0.04,"Harris","Major Suburban","Suburb-Large","Metro",139253,0.382056328078262,749069,0.581816912301814,7.32,82,74
"179",2020-09-23,"Wednesday","PASADENA ISD","101917",50177,21,99.96,0.04,"Harris","Major Suburban","Suburb-Large","Metro",139799,0.392092091373253,753551,0.59834274279138,0.12,81,72
"180",2020-09-24,"Thursday","PASADENA ISD","101917",50228,2673,94.68,5.32,"Harris","Major Suburban","Suburb-Large","Metro",140464,0.475682944799316,758379,0.640699833189795,0,76,69
"181",2020-09-25,"Friday","PASADENA ISD","101917",50275,3185,93.66,6.34,"Harris","Major Suburban","Suburb-Large","Metro",141318,0.607984964118913,761644,0.430523524517423,0,85,71
"182",2020-09-28,"Monday","PASADENA ISD","101917",50300,2848,94.34,5.66,"Harris","Major Suburban","Suburb-Large","Metro",142500,0.836411497473777,773679,1.58013455105011,0.02,80,69
"183",2020-09-29,"Tuesday","PASADENA ISD","101917",50350,2534,94.97,5.03,"Harris","Major Suburban","Suburb-Large","Metro",143109,0.427368421052621,780543,0.887189648420073,0,83,58
"184",2020-09-30,"Wednesday","PASADENA ISD","101917",50377,2564,94.91,5.09,"Harris","Major Suburban","Suburb-Large","Metro",143480,0.259242954670924,784027,0.446355934266274,0,86,59
"185",2020-10-01,"Thursday","PASADENA ISD","101917",50407,2626,94.79,5.21,"Harris","Major Suburban","Suburb-Large","Metro",144329,0.591720100362414,788066,0.515160829920402,0,90,61
"186",2020-10-02,"Friday","PASADENA ISD","101917",50418,3118,93.82,6.18,"Harris","Major Suburban","Suburb-Large","Metro",147034,1.87419021818207,793962,0.74816068704906,0,84,63
"187",2020-10-05,"Monday","PASADENA ISD","101917",50419,2975,94.1,5.9,"Harris","Major Suburban","Suburb-Large","Metro",149069,1.38403362487587,806535,1.58357704776804,0,84,68
"188",2020-10-06,"Tuesday","PASADENA ISD","101917",50430,2807,94.43,5.57,"Harris","Major Suburban","Suburb-Large","Metro",149604,0.358894203355486,811191,0.577284308802462,0,87,66
"189",2020-10-07,"Wednesday","PASADENA ISD","101917",50448,2327,95.39,4.61,"Harris","Major Suburban","Suburb-Large","Metro",150229,0.417769578353511,817166,0.736571288389531,0,89,64
"190",2020-10-08,"Thursday","PASADENA ISD","101917",50471,2241,95.56,4.44,"Harris","Major Suburban","Suburb-Large","Metro",150607,0.251615866443888,821732,0.558760398743963,0,84,75
"191",2020-10-09,"Friday","PASADENA ISD","101917",50486,3142,93.78,6.22,"Harris","Major Suburban","Suburb-Large","Metro",151012,0.268911803568228,826241,0.54871904708591,0.34,80,73
"192",2020-10-12,"Monday","PASADENA ISD","101917",973,0,100,0,"Harris","Major Suburban","Suburb-Large","Metro",152314,0.862183137763894,836807,1.27880364203665,0,92,75
"193",2020-10-13,"Tuesday","PASADENA ISD","101917",983,1,99.9,0.1,"Harris","Major Suburban","Suburb-Large","Metro",152734,0.275746155967282,842316,0.658335793080123,0,89,72
"194",2020-10-14,"Wednesday","PASADENA ISD","101917",50500,1935,96.17,3.83,"Harris","Major Suburban","Suburb-Large","Metro",153480,0.488430866735623,848168,0.694751138527594,0,89,69
"195",2020-10-15,"Thursday","PASADENA ISD","101917",50520,1598,96.84,3.16,"Harris","Major Suburban","Suburb-Large","Metro",153840,0.234558248631744,853977,0.684887899567066,0.43,93,71
"196",2020-10-16,"Friday","PASADENA ISD","101917",50524,1991,96.06,3.94,"Harris","Major Suburban","Suburb-Large","Metro",154435,0.386765470618822,859567,0.654584374052236,0.12,77,57
"197",2020-10-19,"Monday","PASADENA ISD","101917",50531,1953,96.14,3.86,"Harris","Major Suburban","Suburb-Large","Metro",155635,0.777025933240516,874080,1.68840823344778,0,87,75
"198",2020-10-20,"Tuesday","PASADENA ISD","101917",50539,1659,96.72,3.28,"Harris","Major Suburban","Suburb-Large","Metro",156065,0.27628746747197,879949,0.671448837634991,0,87,72
"199",2020-10-21,"Wednesday","PASADENA ISD","101917",50541,1535,96.96,3.04,"Harris","Major Suburban","Suburb-Large","Metro",156911,0.542081824880669,886421,0.735497170858768,0,87,73
"200",2020-10-22,"Thursday","PASADENA ISD","101917",50549,1509,97.01,2.99,"Harris","Major Suburban","Suburb-Large","Metro",157622,0.453123108003894,891714,0.597120329956091,0,88,74
"201",2020-10-23,"Friday","PASADENA ISD","101917",50543,1865,96.31,3.69,"Harris","Major Suburban","Suburb-Large","Metro",158272,0.412378982629336,899390,0.860814117530961,0.02,91,60
"202",2020-10-26,"Monday","PASADENA ISD","101917",50529,1966,96.11,3.89,"Harris","Major Suburban","Suburb-Large","Metro",160158,1.19161949049738,917240,1.9846785043196,0,83,72
"203",2020-10-27,"Tuesday","PASADENA ISD","101917",50548,1668,96.7,3.3,"Harris","Major Suburban","Suburb-Large","Metro",160503,0.21541228037314,924475,0.788779381623139,0.06,77,63
"204",2020-10-28,"Wednesday","PASADENA ISD","101917",50561,1612,96.81,3.19,"Harris","Major Suburban","Suburb-Large","Metro",161419,0.570705843504493,932245,0.840477027502096,0.16,63,47
"205",2020-10-29,"Thursday","PASADENA ISD","101917",50573,1726,96.59,3.41,"Harris","Major Suburban","Suburb-Large","Metro",161872,0.280636108512633,939355,0.762675047868311,0,67,46
"206",2020-10-30,"Friday","PASADENA ISD","101917",50548,1969,96.1,3.9,"Harris","Major Suburban","Suburb-Large","Metro",162501,0.388578630028658,946023,0.709848779215516,0,70,50
"207",2020-11-02,"Monday","PASADENA ISD","101917",50521,2042,95.96,4.04,"Harris","Major Suburban","Suburb-Large","Metro",164184,1.03568593424042,965780,2.08842702555858,0,74,49
"208",2020-11-03,"Tuesday","PASADENA ISD","101917",12,6,50,50,"Harris","Major Suburban","Suburb-Large","Metro",164743,0.340471665935782,974292,0.881360144132204,0,77,50
"209",2020-11-04,"Wednesday","PASADENA ISD","101917",50505,1491,97.05,2.95,"Harris","Major Suburban","Suburb-Large","Metro",165350,0.368452680842291,984919,1.09074076354934,0,80,51
"210",2020-11-05,"Thursday","PASADENA ISD","101917",50508,1661,96.71,3.29,"Harris","Major Suburban","Suburb-Large","Metro",166163,0.491684306017537,993894,0.911242447348459,0,80,63
"211",2020-11-06,"Friday","PASADENA ISD","101917",50505,2072,95.9,4.1,"Harris","Major Suburban","Suburb-Large","Metro",166891,0.43812401076051,1003908,1.00755211320323,0,80,59
"212",2020-11-09,"Monday","PASADENA ISD","101917",50479,2031,95.98,4.02,"Harris","Major Suburban","Suburb-Large","Metro",168883,1.19359342325229,1026570,2.25737816612677,0,84,71
"213",2020-11-10,"Tuesday","PASADENA ISD","101917",50501,1766,96.5,3.5,"Harris","Major Suburban","Suburb-Large","Metro",169699,0.483174742277193,1038214,1.13426264161236,0.17,87,72
"214",2020-08-19,"Wednesday","SNOOK ISD","026903",466,0,100,0,"Burleson","Rural","Rural-Distant","Metro",265,NA,582623,NA,0,100,74
"215",2020-08-20,"Thursday","SNOOK ISD","026903",468,0,100,0,"Burleson","Rural","Rural-Distant","Metro",266,0.377358490566038,587900,0.905731493607353,0,98,74
"216",2020-08-21,"Friday","SNOOK ISD","026903",469,3,99.36,0.64,"Burleson","Rural","Rural-Distant","Metro",267,0.375939849624052,593405,0.936383738731084,0,98,72
"217",2020-08-24,"Monday","SNOOK ISD","026903",475,5,98.84,1.16,"Burleson","Rural","Rural-Distant","Metro",275,2.99625468164795,607621,2.39566569206529,0,96,72
"218",2020-08-25,"Tuesday","SNOOK ISD","026903",477,11,97.59,2.41,"Burleson","Rural","Rural-Distant","Metro",275,0,613707,1.00161120171949,0,98,75
"219",2020-08-26,"Wednesday","SNOOK ISD","026903",478,12,97.49,2.51,"Burleson","Rural","Rural-Distant","Metro",275,0,619836,0.998685040255376,NA,NA,NA
"220",2020-08-27,"Thursday","SNOOK ISD","026903",483,22,95.35,4.65,"Burleson","Rural","Rural-Distant","Metro",277,0.727272727272732,623647,0.614840054466015,NA,94,78
"221",2020-08-28,"Friday","SNOOK ISD","026903",485,27,94.43,5.57,"Burleson","Rural","Rural-Distant","Metro",275,-0.722021660649819,628492,0.776881793707007,0,97,75
"222",2020-08-31,"Monday","SNOOK ISD","026903",485,19,96.08,3.92,"Burleson","Rural","Rural-Distant","Metro",288,4.72727272727274,640317,1.88148775163408,0,100,80
"223",2020-09-01,"Tuesday","SNOOK ISD","026903",486,20,95.88,4.12,"Burleson","Rural","Rural-Distant","Metro",292,1.38888888888888,645534,0.814752692806842,0,99,80
"224",2020-09-02,"Wednesday","SNOOK ISD","026903",487,10,97.95,2.05,"Burleson","Rural","Rural-Distant","Metro",293,0.342465753424648,649844,0.667664290339465,0,99,80
"225",2020-09-03,"Thursday","SNOOK ISD","026903",486,15,96.91,3.09,"Burleson","Rural","Rural-Distant","Metro",293,0,653321,0.535051489280503,0.18,89,75
"226",2020-09-04,"Friday","SNOOK ISD","026903",486,14,97.12,2.88,"Burleson","Rural","Rural-Distant","Metro",296,1.02389078498293,658789,0.836954575162907,1.1,88,73
"227",2020-09-07,"Monday","SNOOK ISD","026903",NA,NA,NA,NA,"Burleson","Rural","Rural-Distant","Metro",301,1.68918918918919,666209,1.1263090306608,0,93,73
"228",2020-09-08,"Tuesday","SNOOK ISD","026903",487,14,97.13,2.87,"Burleson","Rural","Rural-Distant","Metro",301,0,670427,0.63313464693513,0,93,73
"229",2020-09-09,"Wednesday","SNOOK ISD","026903",487,14,97.13,2.87,"Burleson","Rural","Rural-Distant","Metro",306,1.66112956810631,675149,0.704327242190428,0.05,85,76
"230",2020-09-10,"Thursday","SNOOK ISD","026903",487,10,97.95,2.05,"Burleson","Rural","Rural-Distant","Metro",306,0,677888,0.405688225858292,1.3,91,61
"231",2020-09-11,"Friday","SNOOK ISD","026903",484,16,96.59,3.41,"Burleson","Rural","Rural-Distant","Metro",309,0.980392156862742,683295,0.79762438632931,2.95,73,61
"232",2020-09-14,"Monday","SNOOK ISD","026903",485,10,97.94,2.06,"Burleson","Rural","Rural-Distant","Metro",312,0.970873786407767,694547,1.64672652368303,0.23,93,75
"233",2020-09-15,"Tuesday","SNOOK ISD","026903",486,9,98.15,1.85,"Burleson","Rural","Rural-Distant","Metro",317,1.6025641025641,701509,1.00237996852626,0.03,88,73
"234",2020-09-16,"Wednesday","SNOOK ISD","026903",486,5,98.97,1.03,"Burleson","Rural","Rural-Distant","Metro",321,1.26182965299684,706034,0.645038053681413,0,88,75
"235",2020-09-17,"Thursday","SNOOK ISD","026903",484,8,98.35,1.65,"Burleson","Rural","Rural-Distant","Metro",322,0.311526479750768,710423,0.62164145069501,0.01,92,74
"236",2020-09-18,"Friday","SNOOK ISD","026903",484,10,97.94,2.06,"Burleson","Rural","Rural-Distant","Metro",324,0.62111801242235,713652,0.45451794212743,0.04,90,72
"237",2020-09-21,"Monday","SNOOK ISD","026903",483,14,97,3,"Burleson","Rural","Rural-Distant","Metro",327,0.92592592592593,744736,4.35562430988774,1.16,90,62
"238",2020-09-22,"Tuesday","SNOOK ISD","026903",483,13,97.21,2.79,"Burleson","Rural","Rural-Distant","Metro",328,0.305810397553508,749069,0.581816912301814,1.05,73,72
"239",2020-09-23,"Wednesday","SNOOK ISD","026903",483,15,96.9,3.1,"Burleson","Rural","Rural-Distant","Metro",337,2.74390243902438,753551,0.59834274279138,0.81,73,68
"240",2020-09-24,"Thursday","SNOOK ISD","026903",483,8,98.35,1.65,"Burleson","Rural","Rural-Distant","Metro",337,0,758379,0.640699833189795,0,80,67
"241",2020-09-25,"Friday","SNOOK ISD","026903",483,23,95.14,4.86,"Burleson","Rural","Rural-Distant","Metro",337,0,761644,0.430523524517423,0,74,61
"242",2020-09-28,"Monday","SNOOK ISD","026903",484,11,97.73,2.27,"Burleson","Rural","Rural-Distant","Metro",339,0.593471810089019,773679,1.58013455105011,0.05,91,63
"243",2020-09-29,"Tuesday","SNOOK ISD","026903",484,10,97.93,2.07,"Burleson","Rural","Rural-Distant","Metro",342,0.884955752212391,780543,0.887189648420073,0,75,54
"244",2020-09-30,"Wednesday","SNOOK ISD","026903",485,3,99.38,0.62,"Burleson","Rural","Rural-Distant","Metro",345,0.877192982456143,784027,0.446355934266274,0,82,52
"245",2020-10-01,"Thursday","SNOOK ISD","026903",484,4,99.07,0.93,"Burleson","Rural","Rural-Distant","Metro",347,0.579710144927525,788066,0.515160829920402,0,85,53
"246",2020-10-02,"Friday","SNOOK ISD","026903",484,13,97.31,2.69,"Burleson","Rural","Rural-Distant","Metro",348,0.288184438040351,793962,0.74816068704906,0,90,55
"247",2020-10-05,"Monday","SNOOK ISD","026903",485,8,98.35,1.65,"Burleson","Rural","Rural-Distant","Metro",354,1.72413793103448,806535,1.58357704776804,0,85,58
"248",2020-10-06,"Tuesday","SNOOK ISD","026903",488,8,98.26,1.74,"Burleson","Rural","Rural-Distant","Metro",358,1.12994350282485,811191,0.577284308802462,0,87,59
"249",2020-10-07,"Wednesday","SNOOK ISD","026903",488,6,98.77,1.23,"Burleson","Rural","Rural-Distant","Metro",370,3.35195530726258,817166,0.736571288389531,0,88,61
"250",2020-10-08,"Thursday","SNOOK ISD","026903",488,12,97.54,2.46,"Burleson","Rural","Rural-Distant","Metro",365,-1.35135135135135,821732,0.558760398743963,0,89,61
"251",2020-10-09,"Friday","SNOOK ISD","026903",486,16,96.61,3.39,"Burleson","Rural","Rural-Distant","Metro",369,1.0958904109589,826241,0.54871904708591,0,87,64
"252",2020-10-12,"Monday","SNOOK ISD","026903",NA,NA,NA,NA,"Burleson","Rural","Rural-Distant","Metro",381,3.2520325203252,836807,1.27880364203665,NA,NA,NA
"253",2020-10-13,"Tuesday","SNOOK ISD","026903",483,8,98.35,1.65,"Burleson","Rural","Rural-Distant","Metro",392,2.88713910761156,842316,0.658335793080123,NA,86,58
"254",2020-10-14,"Wednesday","SNOOK ISD","026903",480,4,99.17,0.83,"Burleson","Rural","Rural-Distant","Metro",397,1.27551020408163,848168,0.694751138527594,0,88,61
"255",2020-10-15,"Thursday","SNOOK ISD","026903",480,10,97.92,2.08,"Burleson","Rural","Rural-Distant","Metro",403,1.51133501259446,853977,0.684887899567066,0,87,65
"256",2020-10-16,"Friday","SNOOK ISD","026903",478,8,98.22,1.78,"Burleson","Rural","Rural-Distant","Metro",410,1.73697270471465,859567,0.654584374052236,0,86,60
"257",2020-10-19,"Monday","SNOOK ISD","026903",478,4,99.16,0.84,"Burleson","Rural","Rural-Distant","Metro",420,2.4390243902439,874080,1.68840823344778,0,89,65
"258",2020-10-20,"Tuesday","SNOOK ISD","026903",477,11,97.69,2.31,"Burleson","Rural","Rural-Distant","Metro",421,0.238095238095237,879949,0.671448837634991,0,91,71
"259",2020-10-21,"Wednesday","SNOOK ISD","026903",477,10,97.9,2.1,"Burleson","Rural","Rural-Distant","Metro",421,0,886421,0.735497170858768,0,89,73
"260",2020-10-22,"Thursday","SNOOK ISD","026903",476,8,98.32,1.68,"Burleson","Rural","Rural-Distant","Metro",421,0,891714,0.597120329956091,0,91,70
"261",2020-10-23,"Friday","SNOOK ISD","026903",476,14,97.06,2.94,"Burleson","Rural","Rural-Distant","Metro",432,2.61282660332542,899390,0.860814117530961,0,88,69
"262",2020-10-26,"Monday","SNOOK ISD","026903",476,3,99.37,0.63,"Burleson","Rural","Rural-Distant","Metro",461,6.71296296296295,917240,1.9846785043196,NA,75,61
"263",2020-10-27,"Tuesday","SNOOK ISD","026903",476,11,97.69,2.31,"Burleson","Rural","Rural-Distant","Metro",464,0.650759219088948,924475,0.788779381623139,0.17,81,52
"264",2020-10-28,"Wednesday","SNOOK ISD","026903",476,7,98.42,1.58,"Burleson","Rural","Rural-Distant","Metro",467,0.646551724137923,932245,0.840477027502096,0.2,52,42
"265",2020-10-29,"Thursday","SNOOK ISD","026903",475,5,98.95,1.05,"Burleson","Rural","Rural-Distant","Metro",475,1.71306209850106,939355,0.762675047868311,0.21,55,42
"266",2020-10-30,"Friday","SNOOK ISD","026903",475,9,98.11,1.89,"Burleson","Rural","Rural-Distant","Metro",475,0,946023,0.709848779215516,NA,NA,NA
"267",2020-11-02,"Monday","SNOOK ISD","026903",476,11,97.58,2.42,"Burleson","Rural","Rural-Distant","Metro",483,1.6842105263158,965780,2.08842702555858,NA,78,45
"268",2020-11-03,"Tuesday","SNOOK ISD","026903",476,5,98.95,1.05,"Burleson","Rural","Rural-Distant","Metro",487,0.828157349896474,974292,0.881360144132204,0,80,48
"269",2020-11-04,"Wednesday","SNOOK ISD","026903",476,24,94.96,5.04,"Burleson","Rural","Rural-Distant","Metro",490,0.616016427104715,984919,1.09074076354934,0,81,49
"270",2020-11-05,"Thursday","SNOOK ISD","026903",476,1,99.79,0.21,"Burleson","Rural","Rural-Distant","Metro",494,0.816326530612255,993894,0.911242447348459,0,78,50
"271",2020-11-06,"Friday","SNOOK ISD","026903",476,1,99.79,0.21,"Burleson","Rural","Rural-Distant","Metro",496,0.404858299595134,1003908,1.00755211320323,0,80,57
"272",2020-08-17,"Monday","SOCORRO ISD","071909",43570,0,100,0,"El Paso","Major Urban","City-Large","Metro",24027,NA,569058,NA,0,97,74
"273",2020-08-18,"Tuesday","SOCORRO ISD","071909",45571,1526,96.48,3.52,"El Paso","Major Urban","City-Large","Metro",24264,0.986390310900243,577220,1.43430019435629,0,98,71
"274",2020-08-19,"Wednesday","SOCORRO ISD","071909",46085,1520,96.54,3.46,"El Paso","Major Urban","City-Large","Metro",24531,1.10039564787339,582623,0.93603825231281,0,100,69
"275",2020-08-20,"Thursday","SOCORRO ISD","071909",46347,1769,96.02,3.98,"El Paso","Major Urban","City-Large","Metro",24751,0.896824426236198,587900,0.905731493607353,0,103,75
"276",2020-08-21,"Friday","SOCORRO ISD","071909",46505,2328,94.85,5.15,"El Paso","Major Urban","City-Large","Metro",24925,0.703001898913169,593405,0.936383738731084,0,102,73
"277",2020-08-24,"Monday","SOCORRO ISD","071909",46634,2062,95.42,4.58,"El Paso","Major Urban","City-Large","Metro",25365,1.76529588766299,607621,2.39566569206529,0,98,74
"278",2020-08-25,"Tuesday","SOCORRO ISD","071909",46725,1861,95.85,4.15,"El Paso","Major Urban","City-Large","Metro",25487,0.480977725211895,613707,1.00161120171949,0,96,71
"279",2020-08-26,"Wednesday","SOCORRO ISD","071909",46780,1592,95.79,4.21,"El Paso","Major Urban","City-Large","Metro",25648,0.631694589398513,619836,0.998685040255376,0,98,72
"280",2020-08-27,"Thursday","SOCORRO ISD","071909",46811,2231,95.07,4.93,"El Paso","Major Urban","City-Large","Metro",25875,0.885059263880228,623647,0.614840054466015,0,100,73
"281",2020-08-28,"Friday","SOCORRO ISD","071909",46841,2540,94.43,5.57,"El Paso","Major Urban","City-Large","Metro",26068,0.745893719806756,628492,0.776881793707007,0,104,76
"282",2020-08-31,"Monday","SOCORRO ISD","071909",46862,2286,94.97,5.03,"El Paso","Major Urban","City-Large","Metro",26543,1.82215743440233,640317,1.88148775163408,0,96,76
"283",2020-09-01,"Tuesday","SOCORRO ISD","071909",46884,2129,95.28,4.72,"El Paso","Major Urban","City-Large","Metro",26641,0.369212221678028,645534,0.814752692806842,0,95,74
"284",2020-09-02,"Wednesday","SOCORRO ISD","071909",46900,2004,95.56,4.44,"El Paso","Major Urban","City-Large","Metro",26747,0.397882962351259,649844,0.667664290339465,0,96,67
"285",2020-09-03,"Thursday","SOCORRO ISD","071909",46917,2321,94.87,5.13,"El Paso","Major Urban","City-Large","Metro",26879,0.493513291210235,653321,0.535051489280503,0,101,67
"286",2020-09-04,"Friday","SOCORRO ISD","071909",46915,3151,93.13,6.87,"El Paso","Major Urban","City-Large","Metro",26889,0.03720376502101,658789,0.836954575162907,0,99,76
"287",2020-09-08,"Tuesday","SOCORRO ISD","071909",46941,2490,94.51,5.49,"El Paso","Major Urban","City-Large","Metro",27468,2.15329688720294,670427,1.7665747303006,0.32,100,60
"288",2020-09-09,"Wednesday","SOCORRO ISD","071909",46979,2263,95.02,4.98,"El Paso","Major Urban","City-Large","Metro",27566,0.356778797145774,675149,0.704327242190428,0.01,65,50
"289",2020-09-10,"Thursday","SOCORRO ISD","071909",46983,2196,95.14,4.86,"El Paso","Major Urban","City-Large","Metro",27576,0.0362765725894221,677888,0.405688225858292,0,66,50
"290",2020-09-11,"Friday","SOCORRO ISD","071909",46990,2807,93.88,6.12,"El Paso","Major Urban","City-Large","Metro",27800,0.812300551203937,683295,0.79762438632931,0,78,54
"291",2020-09-14,"Monday","SOCORRO ISD","071909",46983,2480,94.56,5.44,"El Paso","Major Urban","City-Large","Metro",28175,1.34892086330936,694547,1.64672652368303,0.26,81,66
"292",2020-09-15,"Tuesday","SOCORRO ISD","071909",47010,2134,95.27,4.73,"El Paso","Major Urban","City-Large","Metro",28348,0.614019520851827,701509,1.00237996852626,0,84,60
"293",2020-09-16,"Wednesday","SOCORRO ISD","071909",47027,2217,95.12,4.88,"El Paso","Major Urban","City-Large","Metro",28539,0.673768872583613,706034,0.645038053681413,0,93,63
"294",2020-09-17,"Thursday","SOCORRO ISD","071909",47033,2491,94.51,5.49,"El Paso","Major Urban","City-Large","Metro",28680,0.494060758961412,710423,0.62164145069501,0,90,65
"295",2020-09-18,"Friday","SOCORRO ISD","071909",47019,2974,93.51,6.49,"El Paso","Major Urban","City-Large","Metro",28818,0.481171548117154,713652,0.45451794212743,0,85,63
"296",2020-09-21,"Monday","SOCORRO ISD","071909",47031,2551,94.94,5.06,"El Paso","Major Urban","City-Large","Metro",29406,2.0403914220279,744736,4.35562430988774,0,90,59
"297",2020-09-22,"Tuesday","SOCORRO ISD","071909",47027,2290,94.93,5.07,"El Paso","Major Urban","City-Large","Metro",29617,0.717540637965031,749069,0.581816912301814,0,94,58
"298",2020-09-23,"Wednesday","SOCORRO ISD","071909",47032,2201,95.15,4.85,"El Paso","Major Urban","City-Large","Metro",29829,0.715805111928969,753551,0.59834274279138,0,96,60
"299",2020-09-24,"Thursday","SOCORRO ISD","071909",47043,2155,95.22,4.78,"El Paso","Major Urban","City-Large","Metro",30072,0.814643467766274,758379,0.640699833189795,0,96,64
"300",2020-09-25,"Friday","SOCORRO ISD","071909",47050,2560,94.4,5.6,"El Paso","Major Urban","City-Large","Metro",30289,0.721601489757906,761644,0.430523524517423,0,98,64
"301",2020-09-28,"Monday","SOCORRO ISD","071909",47044,2296,94.94,5.06,"El Paso","Major Urban","City-Large","Metro",30824,1.76631780514378,773679,1.58013455105011,0,76,58
"302",2020-09-29,"Tuesday","SOCORRO ISD","071909",47043,1965,95.62,4.38,"El Paso","Major Urban","City-Large","Metro",31125,0.976511808980018,780543,0.887189648420073,0,81,53
"303",2020-09-30,"Wednesday","SOCORRO ISD","071909",47050,1915,95.75,4.25,"El Paso","Major Urban","City-Large","Metro",31465,1.09236947791165,784027,0.446355934266274,0,89,52
"304",2020-10-01,"Thursday","SOCORRO ISD","071909",47048,1947,95.66,4.34,"El Paso","Major Urban","City-Large","Metro",31731,0.845383759733043,788066,0.515160829920402,0,90,56
"305",2020-10-02,"Friday","SOCORRO ISD","071909",47052,2377,94.78,5.22,"El Paso","Major Urban","City-Large","Metro",32139,1.28580883048124,793962,0.74816068704906,0,90,59
"306",2020-10-05,"Monday","SOCORRO ISD","071909",47050,2147,95.25,4.75,"El Paso","Major Urban","City-Large","Metro",33058,2.8594542456206,806535,1.58357704776804,0,92,59
"307",2020-10-06,"Tuesday","SOCORRO ISD","071909",47053,1781,96,4,"El Paso","Major Urban","City-Large","Metro",33361,0.916570875431066,811191,0.577284308802462,0,94,59
"308",2020-10-07,"Wednesday","SOCORRO ISD","071909",47061,1612,96.39,3.61,"El Paso","Major Urban","City-Large","Metro",33871,1.52873115314289,817166,0.736571288389531,0,93,55
"309",2020-10-08,"Thursday","SOCORRO ISD","071909",47052,1766,96.03,3.97,"El Paso","Major Urban","City-Large","Metro",34462,1.74485548109002,821732,0.558760398743963,0,93,56
"310",2020-10-09,"Friday","SOCORRO ISD","071909",47040,2714,94.05,5.95,"El Paso","Major Urban","City-Large","Metro",35014,1.60176426208578,826241,0.54871904708591,0,94,54
"311",2020-10-26,"Monday","SOCORRO ISD","071909",47009,2621,94.23,5.77,"El Paso","Major Urban","City-Large","Metro",50918,45.421831267493,917240,11.0136146717483,0.12,75,32
"312",2020-10-27,"Tuesday","SOCORRO ISD","071909",47049,2314,94.84,5.16,"El Paso","Major Urban","City-Large","Metro",52486,3.0794610943085,924475,0.788779381623139,0.06,36,29
"313",2020-10-28,"Wednesday","SOCORRO ISD","071909",47061,2122,95.28,4.72,"El Paso","Major Urban","City-Large","Metro",53750,2.40826125061921,932245,0.840477027502096,0,56,32
"314",2020-10-29,"Thursday","SOCORRO ISD","071909",47079,2072,95.33,4.67,"El Paso","Major Urban","City-Large","Metro",55596,3.43441860465117,939355,0.762675047868311,0,66,36
"315",2020-10-30,"Friday","SOCORRO ISD","071909",47086,2526,94.29,5.71,"El Paso","Major Urban","City-Large","Metro",57873,4.09561838981221,946023,0.709848779215516,0,73,42
"316",2020-11-02,"Monday","SOCORRO ISD","071909",47053,1945,95.59,4.41,"El Paso","Major Urban","City-Large","Metro",63276,9.33595977398787,965780,2.08842702555858,0,76,46
"317",2020-11-03,"Tuesday","SOCORRO ISD","071909",47078,1866,95.71,4.29,"El Paso","Major Urban","City-Large","Metro",65152,2.96478917757128,974292,0.881360144132204,0,78,47
"318",2020-11-04,"Wednesday","SOCORRO ISD","071909",47099,1896,95.51,4.49,"El Paso","Major Urban","City-Large","Metro",69190,6.19781434184676,984919,1.09074076354934,0,83,46
"319",2020-11-05,"Thursday","SOCORRO ISD","071909",47098,2372,94.56,5.44,"El Paso","Major Urban","City-Large","Metro",71674,3.59011417834947,993894,0.911242447348459,0,85,56
"320",2020-11-06,"Friday","SOCORRO ISD","071909",47098,2372,94.56,5.44,"El Paso","Major Urban","City-Large","Metro",73560,2.63135865167285,1003908,1.00755211320323,0,83,50
"321",2020-09-08,"Tuesday","KLEIN ISD","101915",54695,0,100,0,"Harris","Major Suburban","Suburb-Large","Metro",112787,NA,670427,NA,0.02,90,77
"322",2020-09-09,"Wednesday","KLEIN ISD","101915",53327,635,98.81,1.19,"Harris","Major Suburban","Suburb-Large","Metro",113515,0.645464459556511,675149,0.704327242190428,0,93,80
"323",2020-09-10,"Thursday","KLEIN ISD","101915",53728,796,98.52,1.48,"Harris","Major Suburban","Suburb-Large","Metro",114258,0.65453904770294,677888,0.405688225858292,0.36,94,75
